sno,category,Jira,case_Type,def_vals,Raw_Acceptance_Criteria,Acceptance_Criteria
1477,Business Source Verification,2387,,,"AC34 - Check BE_VerAddrSrcDtSpanEv is the difference between BE_VerAddrSrcNewMsncEv and BE_VerAddrSrcOldMsncEv (except for -99999, -99998, -99997)","BE_VerAddrSrcDtSpanEv in [-99999,-99998,-99997] ) or (  BE_VerAddrSrcDtSpanEv not in [-99999,-99998,-99997] and BE_VerAddrSrcDtSpanEv == ( BE_VerAddrSrcNewMsncEv - BE_VerAddrSrcOldMsncEv  )"
1478,Business Source Verification,2390,,,"AC05 - Check that when B_LexIDLegal = -99999, BE_AddrPOBoxFlag, BE_URLFlag are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_AddrPOBoxFlag == BE_URLFlag == -99999 )
1479,Business Source Verification,2390,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, BE_AddrPOBoxFlag and BE_URLFlag are -99999",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_AddrPOBoxFlag == BE_URLFlag == -99999 )
1480,Business Source Verification,2390,,,AC08 - Check -99998 is not returned for BE_URLFlag,BE_URLFlag not in [-99998]
1481,Business Source Verification,2390,,,AC09 - Check -99997 is not returned for BE_AddrPOBoxFlag and BE_URLFlag,BE_AddrPOBoxFlag not in [-99997]
1482,Business Source Verification,2390,,,AC09 - Check -99997 is not returned for BE_AddrPOBoxFlag and BE_URLFlag,BE_URLFlag not in [-99997]
1483,Business Source Verification,2390,,,"AC10 - Check all fields range 0-1 (except for -99999, -99998)","BE_AddrPOBoxFlag in [-99999,-99998] or BE_AddrPOBoxFlag in range(0, 2)"
1484,Business Source Verification,2390,,,"AC10 - Check all fields range 0-1 (except for -99999, -99998)","BE_URLFlag in [-99999,-99998] or BE_URLFlag in range(0, 2)"
1485,Business Source Verification,2384,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_VerNameFlag == BE_VerNameSrcListEv == BE_VerNameSrcCntEv == BE_VerNameSrcEmrgDtListEv == BE_VerNameSrcLastDtListEv == BE_VerNameSrcOldDtEv == BE_VerNameSrcNewDtEv == BE_VerNameSrcOldMsncEv == BE_VerNameSrcNewMsncEv == -99999 )
1486,Business Source Verification,2384,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999 ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_VerNameFlag == BE_VerNameSrcListEv == BE_VerNameSrcCntEv == BE_VerNameSrcEmrgDtListEv == BE_VerNameSrcLastDtListEv == BE_VerNameSrcOldDtEv == BE_VerNameSrcNewDtEv == BE_VerNameSrcOldMsncEv == BE_VerNameSrcNewMsncEv == -99999 )
1487,Business Source Verification,2384,,,"AC07 - Check when  B_InpClnName is -99999 or -99998, all fields are -99999",( B_InpClnNameLocID not in [-99999]  ) or ( B_InpClnNameLocID in [-99999] and BE_VerNameFlag == BE_VerNameSrcListEv == BE_VerNameSrcCntEv == BE_VerNameSrcEmrgDtListEv == BE_VerNameSrcLastDtListEv == BE_VerNameSrcOldDtEv == BE_VerNameSrcNewDtEv == BE_VerNameSrcOldMsncEv == BE_VerNameSrcNewMsncEv == -99999 )
1488,Business Source Verification,2384,,,AC09 - Check -99998 is not returned for BE_VerNameFlag,BE_VerNameFlag not in [-99998]
1489,Business Source Verification,2384,,,"AC10 - Check -99997 is not returned for BE_VerNameFlag, BE_VerNameSrcListEv, BE_VerNameSrcCntEv, BE_VerNameSrcEmrgDtListEv, BE_VerNameSrcLastDtListEv",BE_VerNameFlag not in [-99997]
1490,Business Source Verification,2384,,,"AC10 - Check -99997 is not returned for BE_VerNameFlag, BE_VerNameSrcListEv, BE_VerNameSrcCntEv, BE_VerNameSrcEmrgDtListEv, BE_VerNameSrcLastDtListEv",BE_VerNameSrcListEv not in [-99997]
1491,Business Source Verification,2384,,,"AC10 - Check -99997 is not returned for BE_VerNameFlag, BE_VerNameSrcListEv, BE_VerNameSrcCntEv, BE_VerNameSrcEmrgDtListEv, BE_VerNameSrcLastDtListEv",BE_VerNameSrcCntEv not in [-99997]
1492,Business Source Verification,2384,,,"AC11 - Check when BE_VerNameFlag = 0, BE_VerNameSrcListEv, BE_VerNameSrcCntEv, BE_VerNameSrcEmrgDtListEv, BE_VerNameSrcLastDtListEv, BE_VerNameSrcOldDtEv, BE_VerNameSrcNewDtEv, BE_VerNameSrcOldMsncEv, BE_VerNameSrcNewMsncEv = -99998",( BE_VerNameFlag <> 0  ) or ( BE_VerNameFlag == 0 and BE_VerNameSrcListEv == BE_VerNameSrcCntEv == BE_VerNameSrcEmrgDtListEv == BE_VerNameSrcLastDtListEv == BE_VerNameSrcOldDtEv == BE_VerNameSrcNewDtEv == BE_VerNameSrcOldMsncEv == BE_VerNameSrcNewMsncEv == -99998 )
1493,Business Source Verification,2384,,,"AC12 - Check BE_VerNameSrcOldMsncEv = BE_VerNameSrcOldDtEv = -99997, when all values for BE_VerNameSrcEmrgDtListEv = -99997","( BE_VerNameSrcOldMsncEv <> BE_VerNameSrcOldDtEv <> -99997 ) or ( -99997 in list(map(int, BE_VerNameSrcEmrgDtListEv.split('|') ) ) and BE_VerNameSrcEmrgDtListEv.count(list(map(str, BE_VerNameSrcEmrgDtListEv.split('|') ) )[0] ) == len(list(map(str, BE_VerNameSrcEmrgDtListEv.split('|') ) ) ) )"
1494,Business Source Verification,2384,,,"AC13 - Check BE_VerNameSrcNewMsncEv = BE_VerNameSrcNewDtEv = -99997, when all values for BE_VerNameSrcLastDtListEv = -99997","( BE_VerNameSrcNewMsncEv <> BE_VerNameSrcNewDtEv <> -99997 ) or ( -99997 in list(map(int, BE_VerNameSrcLastDtListEv.split('|') ) ) and BE_VerNameSrcLastDtListEv.count(list(map(str, BE_VerNameSrcLastDtListEv.split('|') ) )[0] ) == len(list(map(str, BE_VerNameSrcLastDtListEv.split('|') ) ) ) )"
1495,Business Source Verification,2384,,,AC14 - Check BE_VerNameFlag range 0-1 (except for -99999),"BE_VerNameFlag in [-99999] or BE_VerNameFlag in range(0, 2)"
1496,Business Source Verification,2384,,,"AC15 - Check BE_VerNameSrcCntEv range 1 -34 (except for -99999, -999998)","BE_VerNameSrcCntEv in [-99999,-99998] or BE_VerNameSrcCntEv in range(0, 35)"
1497,Business Source Verification,2384,,,"AC16 - Check BE_VerNameSrcOldMsncEv, BE_VerNameSrcNewMsncEv range 0 - 960 (except for -99999, -99998, -99997)","BE_VerNameSrcOldMsncEv in [-99999,-99998,-99997] or BE_VerNameSrcOldMsncEv in range(0, 961)"
1498,Business Source Verification,2384,,,"AC16 - Check BE_VerNameSrcOldMsncEv, BE_VerNameSrcNewMsncEv range 0 - 960 (except for -99999, -99998, -99997)","BE_VerNameSrcNewMsncEv in [-99999,-99998,-99997] or BE_VerNameSrcNewMsncEv in range(0, 961)"
1499,Business Source Verification,2384,custom,"-99999,-99998,-99997,960","AC17 - Check # of months between [MIN(B_InpClnArchDt, G_BuildBusHdrDt), BE_VerNameSrcOldDtEv] = BE_VerNameSrcOldMsncEv (except for -99999, -99998, -99997, 960) ",B_InpClnArchDt G_BuildBusHdrDt BE_VerNameSrcOldDtEv BE_VerNameSrcOldMsncEv
1500,Business Source Verification,2384,custom,"-99999,-99998,-99997,960","AC18 - Check # of months between [MIN(B_InpClnArchDt, G_BuildBusHdrDt), BE_VerNameSrcNewDtEv] = BE_VerNameSrcNewMsncEv (except for -99999, -99998, -99997, 960) ",B_InpClnArchDt G_BuildBusHdrDt BE_VerNameSrcNewDtEv BE_VerNameSrcNewMsncEv
1501,Business Source Verification,2384,,,"AC19 - Check BE_VerNameSrcListEv, BE_VerNameSrcEmrgDtListEv, BE_VerNameSrcLastDtListEv have the same number of entries as the value of BE_VerNameSrcCntEv (except for -99999, -99998)","( BE_VerNameSrcCntEv in [-99998,-99999] ) or (  BE_VerNameSrcCntEv not in [-99998,-99999] and (BE_VerNameSrcCntEv - 1) == BE_VerNameSrcListEv.count("","") == BE_VerNameSrcEmrgDtListEv.count("","") == BE_VerNameSrcLastDtListEv.count("","") )"
1502,Business Source Verification,2384,,,"AC20 - Check the corresponding dates in BE_VerNameSrcEmrgDtListEv <= the corresponding dates in BE_VerNameSrcLastDtListEv <= MIN(G_BuildBusHdrDt, B_InpClnArchDt) (-99999, -99998) ","( BE_VerNameSrcEmrgDtListEv in [-99999, -99998] or  BE_VerNameSrcLastDtListEv in [-99999, -99998] or  G_BuildBusHdrDt in [-99999, -99998] or  B_InpClnArchDt in [-99999, -99998]) or ( ( BE_VerNameSrcEmrgDtListEv not in [-99999, -99998] and  BE_VerNameSrcLastDtListEv not in [-99999, -99998] and  G_BuildBusHdrDt not in [-99999, -99998] and  B_InpClnArchDt not in [-99999, -99998]) and  ( BE_VerNameSrcEmrgDtListEv <= BE_VerNameSrcLastDtListEv <= min( G_BuildBusHdrDt , B_InpClnArchDt )) )"
1503,Business Source Verification,2384,,,"AC21 - Check BE_VerNameSrcOldDtEv is the first entry in BE_VerNameSrcEmrgDtListEv (except for -99999, -99998, -99997) ","( BE_VerNameSrcOldDtEv in [-99999,-99998,-99997] ) or (  BE_VerNameSrcOldDtEv not in [-99999,-99998,-99997] and (list(map(int, ' BE_VerNameSrcEmrgDtListEv '.split('|') ))[0]) == int(BE_VerNameSrcOldDtEv) )"
1504,Business Source Verification,2384,,,"AC22 - Check BE_VerNameSrcNewDtEv is the most recent date in BE_VerNameSrcLastDtListEv (except for -99999, -99998, -99997) ","( BE_VerNameSrcNewDtEv in [-99999,-99998,-99997] ) or (  BE_VerNameSrcNewDtEv not in [-99999,-99998,-99997] and max(list(map(int, ' BE_VerNameSrcEmrgDtListEv '.split('|') ))) <= int(BE_VerNameSrcNewDtEv) )"
1505,Business Source Verification,2384,,,"AC23 - Check BE_VerNameSrcOldMsncEv >= BE_VerNameSrcNewMsncEv (except for -99999, -99998, -99997) ","( BE_VerNameSrcOldMsncEv in [-99999,-99998,-99997] ) or (  BE_VerNameSrcOldMsncEv not in [-99999,-99998,-99997] and BE_VerNameSrcOldMsncEv >= BE_VerNameSrcNewMsncEv )"
1506,Business Source Verification,2384,,,"AC24 - Check BE_VerNameSrcOldDtEv <= BE_VerNameSrcNewDtEv (except for -99999, -99998, -99997) ","( BE_VerNameSrcOldDtEv in [-99999,-99998,-99997] ) or (  BE_VerNameSrcOldDtEv not in [-99999,-99998,-99997] and BE_VerNameSrcOldDtEv <= BE_VerNameSrcNewDtEv )"
1507,Business Source Verification,2384,,,"AC25 - Check when BE_VerNameFlag= 1, BE_VerNameSrcCntEv > 0 ",( BE_VerNameFlag <> 1 ) or ( BE_VerNameFlag == 1 and BE_VerNameSrcCntEv > 0 )
1508,Business Source Verification,2384,,,"AC26 - Check when BE_VerNameFlag= 1, B_LexIDLegalSeenFlag > 1",( BE_VerNameFlag <> 1 ) or ( BE_VerNameFlag == 1 and B_LexIDLegalSeenFlag > 1 )
1509,Business Source Verification,2384,,,AC27 - Check all the sources in BE_VerNameSrcListEv are in BE_VerSrcListEv,( set(BE_VerNameSrcListEv) == set(BE_VerSrcListEv) )
1510,Business Source Verification,2384,,,"AC28 - Check BE_VerSrcOldDtEv <= BE_VerNameSrcOldDtEv (except for -99999, -99998, -99997) ","( BE_VerNameSrcOldDtEv in [-99999,-99998,-99997] ) or (  BE_VerNameSrcOldDtEv not in [-99999,-99998,-99997] and BE_VerNameSrcOldDtEv >= BE_VerSrcOldDtEv )"
1511,Business Source Verification,2384,,,"AC29 - Check BE_VerNameSrcNewDtEv <= BE_VerSrcNewDtEv (except for -99999, -99998, -99997) ","( BE_VerNameSrcNewDtEv in [-99999,-99998,-99997] ) or (  BE_VerSrcNewDtEv not in [-99999,-99998,-99997] and BE_VerNameSrcNewDtEv <= BE_VerSrcNewDtEv )"
1512,Business Source Verification,2384,,,"AC30 - Check BE_VerSrcOldMsncEv >= BE_VerNameSrcOldMsncEv (except for -99999, -99998, -99997) ","( BE_VerSrcOldMsncEv in [-99999,-99998,-99997] ) or (  BE_VerSrcOldMsncEv not in [-99999,-99998,-99997] and BE_VerSrcOldMsncEv >= BE_VerNameSrcOldMsncEv )"
1513,Business Source Verification,2384,,,"AC31 - Check BE_VerNameSrcNewMsncEv >= BE_VerSrcNewMsncEv (except for -99999, -99998, -99997)","( BE_VerSrcNewMsncEv in [-99999,-99998,-99997] ) or (  BE_VerSrcNewMsncEv not in [-99999,-99998,-99997] and BE_VerNameSrcNewMsncEv >= BE_VerSrcNewMsncEv )"
1514,Business Source Verification,2384,,,"AC32 - Check values of BE_VerNameSrcListEv are in this list: BR, C, D, DN, ER, FB, L0, L2, DF, U2, AR, BA, BM, BN, CU, DA, Q3, EF, FI, I, IN, V2, OS, P, TX, IA, WA, Y, WK, FT, RR, Z1, Z2, RQ (except for -99999, -99998) ","( "" BE_VerNameSrcListEv "".strip().lstrip('-').isdigit() and int( "" BE_VerNameSrcListEv "" ) in [-99999,-99998] ) or ( "" BE_VerNameSrcListEv "" in ['BR', 'C', 'D', 'DN', 'ER', 'FB', 'L0', 'L2', 'DF', 'U2', 'AR', 'BA', 'BM', 'BN', 'CU', 'DA', 'Q3', 'EF', 'FI', 'I', 'IN', 'V2', 'OS', 'P', 'TX', 'IA', 'WA', 'Y', 'WK', 'FT', 'RR', 'Z1', 'Z2', 'RQ'] )"
1515,Business Best - Best Characteristics,4824,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_BestAddrStateDiv == BE_BestAddrStateRgn == -99999 )
1516,Business Best - Best Characteristics,4824,,,"AC06 - Check when B_LexIDLegalSeenFlag is 0, all fields are -99999",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_BestAddrStateDiv == BE_BestAddrStateRgn == -99999 )
1517,Business Best - Best Characteristics,4824,,,"AC07 - Check when BE_BestAddrSeenFlag is 0 or -99998, all fields are -99999",( B_InpClnNameLocID not in [-99999]  ) or ( B_InpClnNameLocID in [-99999] and BE_BestAddrStateDiv == BE_BestAddrStateRgn== -99999 )
1518,Business Best - Best Characteristics,4824,,,AC09 - Check that -99997 is not returned for all attributes,BE_BestAddrStateDiv not in [-99997]
1519,Business Best - Best Characteristics,4824,,,AC09 - Check that -99997 is not returned for all attributes,BE_BestAddrStateRgn not in [-99997]
1520,Business Best - Best Characteristics,4824,,,"AC10 - Check that when BE_BestAddrStateDiv = -99998, BE_BestAddrStateRgn = -99998 and it's true for the other way around",( BE_BestAddrStateDiv <> -99998 ) or ( BE_BestAddrStateDiv == -99998 and BE_BestAddrStateRgn == -99999 )
1521,Business Best - Best Characteristics,4824,,,"AC10 - Check that when BE_BestAddrStateDiv = -99998, BE_BestAddrStateRgn = -99998 and it's true for the other way around",( BE_BestAddrStateRgn <> -99998 ) or ( BE_BestAddrStateRgn == -99998 and BE_BestAddrStateDiv == -99999 )
1522,Business Best - Best Characteristics,4824,,,"AC11 - Check that when BE_BestAddrState in ('CT','ME','MA','NH','RI','VT'), BE_BestAddrStateDiv = 1","( BE_BestAddrState not in ('CT','ME','MA','NH','RI','VT') ) or ( BE_BestAddrState in ('CT','ME','MA','NH','RI','VT') and BE_BestAddrStateDiv = 1 )"
1523,Business Best - Best Characteristics,4824,,,"AC12 - Check that when BE_BestAddrState in ('NJ','NY','PA'), BE_BestAddrStateDiv = 2","( BE_BestAddrState not in ('NJ','NY','PA') ) or ( BE_BestAddrState in ('NJ','NY','PA') and BE_BestAddrStateDiv = 2 )"
1524,Business Best - Best Characteristics,4824,,,"AC13 - Check that when BE_BestAddrState in ('IL','IN','MI','OH','WI'), BE_BestAddrStateDiv = 3","( BE_BestAddrState not in ('IL','IN','MI','OH','WI') ) or ( BE_BestAddrState in ('IL','IN','MI','OH','WI') and BE_BestAddrStateDiv = 3 )"
1525,Business Best - Best Characteristics,4824,,,"AC14 - Check that when BE_BestAddrState in ('IA','KS','MN','MO','NE','ND','SD'), BE_BestAddrStateDiv = 4","( BE_BestAddrState not in ('IA','KS','MN','MO','NE','ND','SD') ) or ( BE_BestAddrState in ('IA','KS','MN','MO','NE','ND','SD') and BE_BestAddrStateDiv = 4 )"
1526,Business Best - Best Characteristics,4824,,,"AC15 - Check that when BE_BestAddrState in ('DE','DC','FL','GA','MD','NC','SC','VA','WV'), BE_BestAddrStateDiv = 5","( BE_BestAddrState not in ('DE','DC','FL','GA','MD','NC','SC','VA','WV') ) or ( BE_BestAddrState in ('DE','DC','FL','GA','MD','NC','SC','VA','WV') and BE_BestAddrStateDiv = 5 )"
1527,Business Best - Best Characteristics,4824,,,"AC16 - Check that when BE_BestAddrState in ('AL','KY','MS','TN'), BE_BestAddrStateDiv = 6","( BE_BestAddrState not in ('AL','KY','MS','TN') ) or ( BE_BestAddrState in ('AL','KY','MS','TN') and BE_BestAddrStateDiv = 6 )"
1528,Business Best - Best Characteristics,4824,,,"AC17 - Check that when BE_BestAddrState in ('AR','LA','OK','TX'), BE_BestAddrStateDiv = 7","( BE_BestAddrState not in ('AR','LA','OK','TX') ) or ( BE_BestAddrState in ('AR','LA','OK','TX') and BE_BestAddrStateDiv = 7 )"
1529,Business Best - Best Characteristics,4824,,,"AC18 - Check that when BE_BestAddrState in ('AZ','CO','ID','MT','NV','NM','UT','WY'), BE_BestAddrStateDiv = 8","( BE_BestAddrState not in ('AZ','CO','ID','MT','NV','NM','UT','WY') ) or ( BE_BestAddrState in ('AZ','CO','ID','MT','NV','NM','UT','WY') and BE_BestAddrStateDiv = 8 )"
1530,Business Best - Best Characteristics,4824,,,"AC19 - Check that when BE_BestAddrState in ('AK','CA','HI','OR','WA'), BE_BestAddrStateDiv = 9","( BE_BestAddrState not in ('AK','CA','HI','OR','WA') ) or ( BE_BestAddrState in ('AK','CA','HI','OR','WA') and BE_BestAddrStateDiv = 9 )"
1531,Business Best - Best Characteristics,4824,,,"AC20 - Check that when BE_BestAddrStateDiv in (1,2), BE_BestAddrStateRgn = 'NORTHEAST'","( BE_BestAddrStateDiv not in (1,2) ) or ( BE_BestAddrStateDiv in (1,2) and BE_BestAddrStateRgn == 'NORTHEAST' )"
1532,Business Best - Best Characteristics,4824,,,"AC21 - Check that when BE_BestAddrStateDiv in (3,4), BE_BestAddrStateRgn = 'MIDWEST'","( BE_BestAddrStateDiv not in (3,4) ) or ( BE_BestAddrStateDiv in (3,4) and BE_BestAddrStateRgn == 'MIDWEST' )"
1533,Business Best - Best Characteristics,4824,,,"AC22 - Check that when BE_BestAddrStateDiv in (5,6,7), BE_BestAddrStateRgn = 'SOUTH'","( BE_BestAddrStateDiv not in (5,6,7) ) or ( BE_BestAddrStateDiv in (5,6,7) and BE_BestAddrStateRgn == 'SOUTH' )"
1534,Business Best - Best Characteristics,4824,,,"AC23 - Check that when BE_BestAddrStateDiv in (8,9), BE_BestAddrStateRgn = 'WEST'","( BE_BestAddrStateDiv not in (8,9) ) or ( BE_BestAddrStateDiv in (8,9) and BE_BestAddrStateRgn == 'WEST' )"
1535,Business Best - Best Characteristics,4824,,,"AC24 - Check BE_BestAddrStateDiv only contains values 1-9(except for -99999, -99998)","( BE_BestAddrStateDiv in (-99999, -99998) ) or ( BE_BestAddrStateDiv not in (-99999, -99998) and BE_BestAddrStateDiv in ( 1,2,3,4,5,6,7,8,9 ) ) "
1536,Business Best - Best Characteristics,4824,,,"AC25 - Check BE_BestAddrStateRgn only contains values 'NORTHEAST', 'MIDWEST', 'SOUTH', 'WEST'(except for -99999, -99998)","( BE_BestAddrStateRgn in (-99999, -99998) ) or ( BE_BestAddrStateRgn not in (-99999, -99998) and BE_BestAddrStateRgn in ( 'NORTHEAST', 'MIDWEST', 'SOUTH', 'WEST' ) ) "
1537,Business Best - Best Characteristics,4822,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_BestAddrIsResidentialFlag == BE_BestAddrBldgIsMultiUnitFlag == BE_BestAddrBldgType == BE_BestAddrIsPOBoxFlag == BE_BestAddrIsVacantFlag == -99999 )
1538,Business Best - Best Characteristics,4822,,,"AC06 - Check when B_LexIDLegalSeenFlag is 0, all fields are -99999",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_BestAddrIsResidentialFlag == BE_BestAddrBldgIsMultiUnitFlag == BE_BestAddrBldgType == BE_BestAddrIsPOBoxFlag == BE_BestAddrIsVacantFlag == -99999 )
1539,Business Best - Best Characteristics,4822,,,"AC07 - Check when BE_BestAddrSeenFlag is 0 or -99998, all fields are -99999","( BE_BestAddrSeenFlag not in [0,-99998]  ) or ( BE_BestAddrSeenFlag in [0,-99998] and BE_BestAddrIsResidentialFlag == BE_BestAddrBldgIsMultiUnitFlag == BE_BestAddrBldgType == BE_BestAddrIsPOBoxFlag == BE_BestAddrIsVacantFlag == -99999 )"
1540,Business Best - Best Characteristics,4822,,,"AC09 - Check that -99997 is not returned for BE_BestAddrBldgIsMultiUnitFlag, BE_BestAddrIsPOBoxFlag",BE_BestAddrBldgIsMultiUnitFlag not in [-99997]
1541,Business Best - Best Characteristics,4822,,,"AC09 - Check that -99997 is not returned for BE_BestAddrBldgIsMultiUnitFlag, BE_BestAddrIsPOBoxFlag",BE_BestAddrIsPOBoxFlag not in [-99997]
1542,Business Best - Best Characteristics,4822,,,"AC10 - Check when BE_BestAddrIsResidentialFlag = -99997 or BE_BestAddrBldgIsMultiUnitFlag = -99998, BE_BestAddrBldgType = -99997",( BE_BestAddrIsResidentialFlag <> -99997 and BE_BestAddrBldgIsMultiUnitFlag <> -99998 ) or ( ( BE_BestAddrIsResidentialFlag == -99997 or BE_BestAddrBldgIsMultiUnitFlag == -99998 ) and BE_BestAddrBldgType == -99997 ) 
1543,Business Best - Best Characteristics,4822,,,"AC11 - Check when BE_BestAddrIsResidentialFlag = -99998, BE_BestAddrBldgType = BE_BestAddrIsVacantFlag = -99998",( BE_BestAddrIsResidentialFlag <> -99998 ) or ( BE_BestAddrIsResidentialFlag == -99998 and BE_BestAddrBldgType == BE_BestAddrIsVacantFlag == -99998 )
1544,Business Best - Best Characteristics,4822,,,"AC12 - Check when BE_BestAddrIsResidentialFlag = 1, BE_BestAddrBldgType = 0",( BE_BestAddrIsResidentialFlag <> 1 ) or ( BE_BestAddrIsResidentialFlag == 1 and BE_BestAddrBldgType == 0 )
1545,Business Best - Best Characteristics,4822,,,"AC13 - Check when BE_BestAddrBldgIsMultiUnitFlag = 0 and BE_BestAddrIsResidentialFlag = 0, BE_BestAddrBldgType = 1",( BE_BestAddrIsResidentialFlag <> 0 or BE_BestAddrBldgIsMultiUnitFlag <> 0 ) or ( ( BE_BestAddrIsResidentialFlag == 0 and BE_BestAddrBldgIsMultiUnitFlag == 0 ) and BE_BestAddrBldgType == 1 )
1546,Business Best - Best Characteristics,4822,,,"AC14 - Check when BE_BestAddrBldgIsMultiUnitFlag = 1 and BE_BestAddrIsResidentialFlag = 0, BE_BestAddrBldgType = 2",( BE_BestAddrIsResidentialFlag <> 0 or BE_BestAddrBldgIsMultiUnitFlag <> 1 ) or ( ( BE_BestAddrIsResidentialFlag == 0 and BE_BestAddrBldgIsMultiUnitFlag == 1 ) and BE_BestAddrBldgType == 2 )
1547,Business Best - Best Characteristics,4822,,,"AC15 - Check BE_BestAddrIsResidentialFlag, BE_BestAddrBldgIsMultiUnitFlag, BE_BestAddrIsPOBoxFlag, BE_BestAddrIsVacantFlag only contain values 0 and 1(except for -99999, -99998, -99997)","BE_BestAddrIsResidentialFlag in [0,1,-99999,-99998,-99997]"
1548,Business Best - Best Characteristics,4822,,,"AC15 - Check BE_BestAddrIsResidentialFlag, BE_BestAddrBldgIsMultiUnitFlag, BE_BestAddrIsPOBoxFlag, BE_BestAddrIsVacantFlag only contain values 0 and 1(except for -99999, -99998, -99997)","BE_BestAddrBldgIsMultiUnitFlag in [0,1,-99999,-99998,-99997]"
1549,Business Best - Best Characteristics,4822,,,"AC15 - Check BE_BestAddrIsResidentialFlag, BE_BestAddrBldgIsMultiUnitFlag, BE_BestAddrIsPOBoxFlag, BE_BestAddrIsVacantFlag only contain values 0 and 1(except for -99999, -99998, -99997)","BE_BestAddrIsPOBoxFlag in [0,1,-99999,-99998,-99997]"
1550,Business Best - Best Characteristics,4822,,,"AC15 - Check BE_BestAddrIsResidentialFlag, BE_BestAddrBldgIsMultiUnitFlag, BE_BestAddrIsPOBoxFlag, BE_BestAddrIsVacantFlag only contain values 0 and 1(except for -99999, -99998, -99997)","BE_BestAddrIsVacantFlag in [0,1,-99999,-99998,-99997]"
1551,Business Best - Best Characteristics,4822,,,"AC16 - Check BE_BestAddrBldgType only contains values 0, 1 and 2(except for -99999, -99998, -99997)","BE_BestAddrBldgType in [0,1,2,-99999,-99998,-99997]"
1552,Business Associate,288,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_AssocCntEv == BE_AssocCnt2Y == BE_AssocPct2Y == BE_AssocExecCntEv == BE_AssocExecCnt2Y == BE_AssocExecPct2Y == BE_AssocNexecCntEv == BE_AssocNexecCnt2Y == BE_AssocNexecPct2Y == -99999 )
1553,Business Associate,288,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999 ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_AssocCntEv == BE_AssocCnt2Y == BE_AssocPct2Y == BE_AssocExecCntEv == BE_AssocExecCnt2Y == BE_AssocExecPct2Y == BE_AssocNexecCntEv == BE_AssocNexecCnt2Y == BE_AssocNexecPct2Y == -99999 )
1554,Business Associate,288,,,AC08 - Check that -99998 is not returned for BE_AssocCntEv and BE_AssocCnt2Y,BE_AssocCntEv not in [-99998]
1555,Business Associate,288,,,AC08 - Check that -99998 is not returned for BE_AssocCntEv and BE_AssocCnt2Y,BE_AssocCnt2Y not in [-99998]
1556,Business Associate,288,,,"AC09 - Check that -99997 is not returned for BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv, BE_AssocNexecCnt2Y. BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y",BE_AssocCntEv not in [-99997]
1557,Business Associate,288,,,"AC09 - Check that -99997 is not returned for BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv, BE_AssocNexecCnt2Y. BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y",BE_AssocCnt2Y not in [-99997]
1558,Business Associate,288,,,"AC09 - Check that -99997 is not returned for BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv, BE_AssocNexecCnt2Y. BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y",BE_AssocExecCntEv not in [-99997]
1559,Business Associate,288,,,"AC09 - Check that -99997 is not returned for BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv, BE_AssocNexecCnt2Y. BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y",BE_AssocExecCnt2Y not in [-99997]
